,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,geocode,latitude,longitude
2343,Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,123.552,3,0.2,-29.3436,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
2344,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,490.32,9,0.0,137.2896,"Milwaukee, Wisconsin, 53209, United States",43.120779035614035,-87.94645641315789
2345,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,70.08,5,0.2,24.528,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
2346,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,1.272,2,0.8,-2.1624,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
2347,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,557.585,5,0.3,0.0,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
2348,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,9.024,6,0.2,3.1584,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
2349,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,69.456,2,0.2,22.5732,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
2350,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,10.86,2,0.0,5.3214,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
2351,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,79.47,3,0.0,22.2516,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
2352,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,10.08,6,0.0,5.04,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
2353,First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,1552.831,7,0.15,200.9546,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
2354,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,137.24,5,0.2,46.3185,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
2355,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,36.51,1,0.0,15.6993,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
2356,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,239.976,3,0.2,80.9919,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
2357,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1579.746,7,0.4,-447.5947,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
2358,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1071.576,4,0.4,-553.6476,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
2359,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,613.908,3,0.4,-122.7816,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
2360,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,34.86,7,0.0,16.3842,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
2361,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,155.04,4,0.0,75.9696,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
2362,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,13.71,5,0.7,-10.054,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
2363,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,127.88,2,0.0,40.9216,"Trébédan, Dinan, Côtes-d'Armor, Bretagne, France métropolitaine, 22980, France",48.40300806081081,-2.1760735695945943
2364,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Appliances,160.32,2,0.0,44.8896,"Trébédan, Dinan, Côtes-d'Armor, Bretagne, France métropolitaine, 22980, France",48.40300806081081,-2.1760735695945943
2365,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,46.0,4,0.0,20.7,"Trébédan, Dinan, Côtes-d'Armor, Bretagne, France métropolitaine, 22980, France",48.40300806081081,-2.1760735695945943
2366,Second Class,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,120.712,1,0.2,-18.1068,"Sacramento, Sacramento County, California, 95823, United States",38.47410564754099,-121.43025750163935
2367,First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,23.12,4,0.0,11.3288,"Clinton, Prince George's County, Maryland, 20735, United States",38.75511284985866,-76.8997856851272
2368,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Furniture,Furnishings,532.704,6,0.2,-26.6352,"서생면, 울주군, 울산, 45014, 대한민국",35.34910748,129.32490284000002
2369,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Art,4.912,2,0.2,0.307,"서생면, 울주군, 울산, 45014, 대한민국",35.34910748,129.32490284000002
2370,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Accessories,252.0,4,0.0,93.24,"Петрич, Благоевград, 2886, България",41.4822835,23.0308226
2371,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,60.288,8,0.6,-27.1296,"Aurora, Aurora Township, Kane County, Illinois, 60505, United States",41.76057718828125,-88.29929935722656
2372,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Fasteners,2.632,1,0.2,0.8225,"Aurora, Aurora Township, Kane County, Illinois, 60505, United States",41.76057718828125,-88.29929935722656
2373,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,23.688,9,0.2,7.6986,"Aurora, Aurora Township, Kane County, Illinois, 60505, United States",41.76057718828125,-88.29929935722656
2374,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,253.372,2,0.3,-14.4784,"Aurora, Aurora Township, Kane County, Illinois, 60505, United States",41.76057718828125,-88.29929935722656
2375,Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,5.67,3,0.0,0.1134,"光明里, 東區, 新竹市, 臺灣省, 30080, 臺灣",24.78954885,120.99898115
2376,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,76.776,4,0.7,-58.8616,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
2377,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,9.184,2,0.2,1.148,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
2378,Standard Class,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,32.75,5,0.0,15.065,"Villemoisson-sur-Orge, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91360, France",48.66705682459016,2.3252120852459015
2379,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Fasteners,7.216,2,0.2,1.7138,"Donges, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44052, France",47.3512496,-2.0981191
2380,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Paper,49.568,2,0.2,15.49,"Donges, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44052, France",47.3512496,-2.0981191
2381,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,54.712,7,0.2,11.6263,"Donges, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44052, France",47.3512496,-2.0981191
2382,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Appliances,176.04,4,0.0,45.7704,93727,36.74169479485294,-119.7272202639706
2383,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,16.02,9,0.0,4.4856,93727,36.74169479485294,-119.7272202639706
2384,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,185.92,4,0.2,62.748,93727,36.74169479485294,-119.7272202639706
2385,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Phones,211.168,4,0.2,15.8376,93727,36.74169479485294,-119.7272202639706
2386,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Copiers,479.984,2,0.2,59.998,93727,36.74169479485294,-119.7272202639706
2387,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Fasteners,7.86,2,0.0,3.6156,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
2388,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,24.448,2,0.2,8.8624,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
2389,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,6.48,1,0.0,3.1104,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
2390,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,41.86,7,0.0,20.5114,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
2391,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,1619.91,9,0.0,97.1946,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
2392,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,113.92,4,0.0,42.1504,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
2393,Standard Class,Consumer,United States,Malden,Massachusetts,2148,East,Office Supplies,Art,39.68,2,0.0,10.3168,"2148,3 BZ Ilha Velha Inf, Cáceres, Região Geográfica Imediata de Cáceres, Região Geográfica Intermediária de Cáceres, Mato Grosso, Região Centro-Oeste, Brasil",-16.2251666,-57.7407777
2394,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,37.6,2,0.0,2.256,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
2395,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,59.9,2,0.0,23.96,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
2396,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,37.0,5,0.0,16.65,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
2397,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,5.76,2,0.0,2.8224,"San Francisco, CAL Fire Northern Region, California, 94109, United States",37.79402334038461,-122.42041609647436
2398,Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,16.68,6,0.0,4.3368,"San Francisco, CAL Fire Northern Region, California, 94109, United States",37.79402334038461,-122.42041609647436
2399,Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,628.81,7,0.0,12.5762,"Florence County, South Carolina, 29501, United States",34.19749716155989,-79.813137963974
2400,Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,56.45,5,0.0,14.677,"Florence County, South Carolina, 29501, United States",34.19749716155989,-79.813137963974
2401,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,94.2,6,0.0,23.55,"Springfield, Greene County, Missouri, 65807, United States",37.16536635784832,-93.31410233218695
2402,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,28.4,5,0.0,13.348,"Springfield, Greene County, Missouri, 65807, United States",37.16536635784832,-93.31410233218695
2403,Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976,"Pontault-Combault, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77340, France",48.79436556239317,2.607222644102564
2404,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1115.91,9,0.0,200.8638,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90045, United States",33.965734812206925,-118.39911225567863
2405,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,128.744,7,0.2,-28.9674,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90045, United States",33.965734812206925,-118.39911225567863
2406,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,79.92,10,0.2,26.973,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90045, United States",33.965734812206925,-118.39911225567863
2407,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,24.2,5,0.0,7.986,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
2408,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,359.976,3,0.2,130.4913,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
2409,First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,211.84,8,0.0,76.2624,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
2410,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.68,2,0.2,1.917,"Habana del Este, La Habana, 19120, Cuba",23.167159275,-82.1369354
2411,Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,7.52,5,0.2,2.632,"Misilmeri, Palermo, Sicilia, 90036, Italia",38.03382274444444,13.455525122222221
2412,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,11.96,2,0.0,5.8604,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90045, United States",33.965734812206925,-118.39911225567863
